SYMBOL,P
TCTEX1D2,0.0074574
TM4SF19,0.0054836
TM4SF19,0.0051442
UBXN7,4.3831e-05
RNF168,0.0034492
SMCO1,0.0047107
WDR53,9.2945e-05
FBXO45,0.00010485
NRROS,6.4101e-07
PIGX,4.344e-06
CEP19,0.00012512
PAK2,0.0025584
SENP5,0.00050333
NCBP2,0.0016809
PIGZ,0.0012729
MFI2,0.0026324
DLG1,0.0018068
BDH1,0.0026311
KIAA0226,0.013501
FYTTD1,0.0058592
LRCH3,0.00043754
IQCG,0.0011283
RPL35A,0.008288
LMLN,0.0052891
ZNF595,0.025819
ZNF732,0.048166
ZNF141,0.044396
ZNF721,0.044396
PIGG,0.0024261
PDE6B,0.01317
ATP5I,0.014637
MYL5,0.013653
MFSD7,0.014131
PCGF3,0.0036892
CPLX1,0.00084039
GAK,0.0015568
TMEM175,3.6558e-05
DGKQ,0.0011069
SLC26A1,0.00066783
IDUA,8.0136e-05
FGFRL1,0.00035709
RNF212,0.0044959
SPON2,0.001251
CTBP1,0.00060795
MAEA,0.0042509
UVSSA,0.013287
CRIPAK,0.038295
NKX1-1,0.038295
FAM53A,0.00046274
SLBP,0.0038243
TMEM129,0.0031548
TACC3,0.0031247
FGFR3,9.9322e-05
LETM1,0.00017192
WHSC1,8.9419e-05
NELFA,0.00097892
C4orf48,0.00097892
NAT8L,0.00263
POLN,0.00024526
HAUS3,0.003344
MXD4,0.0066736
ZFYVE28,2.7841e-06
RP11-503N18.3,0.0054128
RNF4,0.0010102
FAM193A,0.00023536
TNIP2,0.00016835
SH3BP2,0.00024928
ADD1,0.00022653
MFSD10,0.0025992
NOP14,0.0025992
GRK4,7.7523e-05
HTT,0.00016627
MSANTD1,0.00053297
RGS12,0.001596
HGFAC,0.0033391
DOK7,0.0010611
LRPAP1,0.00050785
AL590235.1,0.00076691
LINC00955,0.00079437
ADRA2C,4.231e-05
OTOP1,0.00050145
TMEM128,0.00015466
LYAR,0.0013028
ZBTB49,1.8946e-05
NSG1,8.6563e-05
STX18,0.00029748
MSX1,0.00042442
CYTL1,0.0054393
STK32B,5.3089e-06
C4orf6,0.0092334
EVC2,0.0015979
EVC,3.678e-06
CRMP1,7.3335e-08
C4orf50,0.00085717
JAKMIP1,0.00041705
WFS1,0.0067017
PPP2R2C,0.0004067
MAN2B2,0.0017062
MRFAP1,0.0002112
AC093323.1,0.00035968
S100P,0.00035968
MRFAP1L1,0.00033315
BLOC1S4,0.00048658
KIAA0232,0.00065083
TBC1D14,0.0003607
CCDC96,0.0018485
TADA2B,0.0018485
GRPEL1,0.0012163
SORCS2,1.8715e-06
PSAPL1,1.1579e-05
AFAP1,0.0032396
AC097381.1,0.0014123
ABLIM2,1.0615e-06
SH3TC1,0.00056327
HTRA3,0.00013268
ACOX3,0.0017281
TRMT44,0.0030675
GPR78,3.0121e-05
CPZ,7.169e-05
HMX1,0.0054802
FAM90A26,0.023062
USP17L24,0.018168
USP17L25,0.0072266
USP17L26,0.0072266
USP17L5,0.0072266
USP17L27,0.0072266
USP17L28,0.0018294
USP17L29,0.0018294
USP17L30,0.00036288
RP11-1396O13.13,0.00013162
DEFB131,0.0067468
SLC2A9,0.0031206
DRD5,0.0043414
WDR1,0.0041243
ZNF518B,0.00026166
CLNK,0.00085655
HS3ST1,0.00090324
RAB28,0.019572
NKX3-2,0.014299
BOD1L1,0.0033669
CPEB2,0.0012526
C1QTNF7,0.0073274
CC2D2A,0.00035091
FBXL5,0.0048069
FAM200B,0.0095302
BST1,0.0036354
CD38,0.00028328
FGFBP1,0.0014449
FGFBP2,0.0030129
PROM1,0.0020747
LDB2,0.0082125
LAP3,0.0025286
MED28,0.0025286
FAM184B,0.017536
DCAF16,0.02671
NCAPG,0.031106
LCORL,0.0031132
SLIT2,0.00047953
PACRGL,0.00030306
KCNIP4,6.3144e-07
GPR125,0.0031568
PPARGC1A,0.0060492
DHX15,8.3462e-05
SOD3,0.0022678
CCDC149,0.0046139
LGI2,0.00079544
SEPSECS,0.0042811
PI4K2B,0.0012685
ZCCHC4,0.0012726
ANAPC4,0.0016005
SLC34A2,0.0046948
SEL1L3,0.0020136
SMIM20,0.0055748
RBPJ,0.0005835
CCKAR,0.0031557
TBC1D19,0.00064163
STIM2,0.009738
RP11-180C1.1,0.016344
PCDH7,0.0035999
ARAP2,0.00076936
DTHD1,0.0069045
KIAA1239,0.0027152
C4orf19,0.0026394
RELL1,0.013516
PGM2,0.001922
TBC1D1,0.00043602
PTTG2,0.0035766
AC021860.1,0.0076517
KLF3,0.0021427
TLR10,0.0020221
TLR1,0.0087039
FAM114A1,0.0076483
TMEM156,0.0048704
KLHL5,0.0028958
WDR19,0.011687
RFC1,0.022236
KLB,0.014223
RPL9,0.0062938
LIAS,0.0062938
UGDH,0.0062938
SMIM14,0.010899
UBE2K,0.005825
PDS5A,0.026674
N4BP2,1.8626e-05
RHOH,7.6902e-07
CHRNA9,0.018895
RBM47,0.0017678
NSUN7,0.017195
APBB2,0.00010936
UCHL1,0.00032681
LIMCH1,0.00061423
PHOX2B,0.0061602
TMEM33,0.0070007
DCAF4L1,0.0025062
SLC30A9,0.0028238
BEND4,0.0011322
SHISA3,0.0093331
ATP8A1,0.0055141
GRXCR1,0.0013751
KCTD8,0.0015923
YIPF7,0.014543
GUF1,0.02416
GNPDA2,0.02684
GABRG1,0.001961
GABRA2,0.00022585
COX7B2,0.0048867
GABRA4,0.00013353
GABRB1,0.0022066
COMMD8,0.021377
ATP10D,0.016173
CORIN,0.0016165
NFXL1,0.0091031
NIPAL1,0.010025
CNGA1,0.0183
TXK,0.0051274
TEC,0.0017912
SLAIN2,0.0059566
SLC10A4,0.03684
ZAR1,0.03684
FRYL,0.0043507
OCIAD1,0.0041951
OCIAD2,0.0005672
CWH43,0.0028154
DCUN1D4,0.0091832
LRRC66,0.018628
SGCB,0.018628
SPATA18,0.0045962
USP46,0.00056542
ERVMER34-1,2.3658e-06
RASL11B,0.00096237
SCFD2,0.0016191
FIP1L1,0.0014
LNX1,5.5544e-05
CHIC2,0.021661
AC110792.1,0.021661
GSX2,0.032812
PDGFRA,0.01271
KIT,0.00013024
KDR,0.00073212
SRD5A3,0.023124
TMEM165,0.023287
CLOCK,0.010907
PDCL2,0.010205
NMU,0.023287
CEP135,0.01715
KIAA1211,1.6852e-05
AASDH,0.0012439
PPAT,0.0065214
AC068620.1,0.0079676
PAICS,0.0098538
SRP72,0.011799
ARL9,0.011399
THEGL,0.0050444
HOPX,0.0051754
SPINK2,0.00038984
REST,0.0056733
NOA1,0.012334
POLR2B,0.026135
IGFBP7,0.0039355
LPHN3,0.0013657
TECRL,0.00083886
EPHA5,0.00011636
CENPC,0.025231
STAP1,0.0064154
UBA6,0.015188
GNRHR,0.021098
TMPRSS11D,0.0046238
TMPRSS11A,0.018496
TMPRSS11F,0.0056745
TMPRSS11BNL,0.0027631
TMPRSS11B,0.00017085
YTHDC1,0.00070199
TMPRSS11E,0.0010103
UGT2B15,0.015867
UGT2B10,0.019819
UGT2A3,0.0029548
UGT2B7,0.017423
UGT2B11,0.0005031
UGT2B28,0.012005
UGT2B4,0.019768
UGT2A2,0.0014246
UGT2A1,0.0012183
UGT2A1,0.0013208
SULT1B1,0.0045056
SULT1E1,0.0013879
CSN1S1,0.0058778
CSN2,0.012347
STATH,0.012541
HTN3,0.004817
HTN1,0.0022111
C4orf40,0.0053049
ODAM,0.016986
CABS1,0.005744
SMR3A,0.005744
SMR3B,0.005744
PROL1,0.0058793
MUC7,0.044551
AMTN,0.046705
AMBN,0.017099
ENAM,0.017099
IGJ,0.050801
RUFY3,0.0055512
GRSF1,0.0017138
MOB1B,6.2412e-05
DCK,5.8896e-05
SLC4A4,0.00060039
GC,0.0044972
NPFFR2,0.0096418
ADAMTS3,5.9815e-05
COX18,0.00028518
ANKRD17,0.00014017
ALB,0.00059308
AFP,0.00068299
AFM,0.001095
RASSF6,0.004001
IL8,0.0072111
CXCL6,0.0028818
PF4V1,0.0028818
CXCL1,0.0028818
PF4,4.1572e-05
PPBP,4.1572e-05
CXCL5,4.1572e-05
CXCL3,9.2151e-06
CXCL2,0.0061049
MTHFD2L,0.0022949
AC093677.1,0.032939
EPGN,0.0023392
EREG,0.0095053
AREG,0.038317
AREGB,0.043296
BTC,0.010295
PARM1,0.0019066
THAP6,0.022674
C4orf26,0.022674
CDKL2,0.022674
G3BP2,0.0033398
USO1,0.0012503
PPEF2,0.0042777
NAAA,0.0035389
SDAD1,0.0026415
AC110615.1,0.0043883
CXCL9,0.0049309
ART3,0.0033547
CXCL10,0.0056583
CXCL11,0.006753
NUP54,0.0045916
SCARB2,0.016403
FAM47E,0.00070653
FAM47E-STBD1,0.00049833
FAM47E-STBD1,0.00049833
CCDC158,8.7166e-05
SHROOM3,0.0025317
SOWAHB,0.0024578
SEPT11,0.0036807
CCNI,0.0051427
CCNG2,0.00018149
CXCL13,0.0011255
CNOT6L,0.0074264
MRPL1,0.011811
FRAS1,7.3195e-06
ANXA3,0.00015204
BMP2K,0.0016429
PAQR3,0.00024088
NAA11,0.020867
GK2,0.0019906
ANTXR2,0.0061337
PRDM8,0.0030231
FGF5,0.0043561
C4orf22,0.0060686
BMP3,0.020157
PRKG2,0.0023764
RASGEF1B,0.00017369
HNRNPD,0.0060735
HNRNPDL,0.001188
ENOPH1,0.00067761
TMEM150C,0.00067822
SCD5,0.00048472
SEC31A,0.0042854
THAP9,0.0068209
LIN54,0.0085242
COPS4,0.0095296
PLAC8,0.0042129
COQ2,0.0011873
HPSE,0.00021077
HELQ,0.0037994
MRPS18C,0.041792
FAM175A,0.011989
AGPAT9,0.011989
NKX6-1,0.0050359
CDS1,0.036344
WDFY3,0.0063402
ARHGAP24,0.00031822
MAPK10,0.0089357
PTPN13,0.0029129
SLC10A6,0.0018261
C4orf36,8.4239e-05
AFF1,0.0017568
KLHL8,0.0050742
HSD17B13,0.0045771
HSD17B11,0.00018129
NUDT9,0.020079
SPARCL1,0.017879
DSPP,0.029924
DMP1,0.035763
IBSP,0.006312
MEPE,0.007204
SPP1,0.0061022
PKD2,1.8033e-05
ABCG2,0.00031448
PPM1K,0.0082839
HERC6,0.00016798
HERC5,0.012736
PYURF,0.018135
HERC3,0.010134
PIGY,0.018154
NAP1L5,0.0072115
FAM13A,0.00029662
TIGD2,0.01017
GPRIN3,8.8821e-05
SNCA,0.0052824
MMRN1,0.0046495
CCSER1,1.3012e-06
RP11-763F8.1,0.0014033
RP11-9B6.1,0.00014949
GRID2,4.6323e-06
ATOH1,0.0034932
SMARCAD1,0.0027445
HPGDS,0.0035342
PDLIM5,0.0002075
BMPR1B,0.00011112
UNC5C,1.104e-05
PDHA2,0.011277
STPG2,3.542e-07
RAP1GDS1,0.013307
TSPAN5,0.015986
EIF4E,0.044602
METAP1,0.039431
ADH5,0.039348
ADH4,0.016942
ADH6,0.0051958
ADH1A,0.0053876
ADH1B,0.0052041
ADH7,0.036252
C4orf17,0.006279
TRMT10A,0.02099
MTTP,0.0068893
RP11-766F14.2,0.0005721
DAPP1,0.039725
LAMTOR3,0.035247
DNAJB14,0.016284
H2AFZ,0.016284
EMCN,5.924e-05
PPP3CA,2.7525e-05
AP001816.1,0.020442
BANK1,7.6918e-05
SLC39A8,2.6731e-05
NFKB1,0.00089918
MANBA,0.003917
UBE2D3,0.0098143
CISD2,0.037116
SLC9B1,0.0046148
SLC9B2,0.0039084
BDH2,0.0094672
CENPE,0.0013318
TACR3,8.5473e-06
CXXC4,0.0038499
TET2,0.0016247
ARHGEF38,0.0017595
INTS12,0.00042789
GSTCD,0.00077794
NPNT,0.0043642
TBCK,0.0075722
AIMP1,0.027868
DKK2,0.015582
PAPSS1,0.00014585
SGMS2,0.0048707
CYP2U1,0.00043685
HADH,0.0077127
LEF1,0.0084808
RPL34,0.018202
OSTC,0.012373
ETNPPL,0.0047671
COL25A1,1.1771e-06
SEC24B,0.0020442
CCDC109B,0.01557
CASP6,0.013539
PLA2G12A,0.0041416
CFI,0.0065061
GAR1,0.014909
RRH,0.014842
LRIT3,0.020923
EGF,0.011251
ELOVL6,0.00046849
ENPEP,0.0023204
PITX2,0.01131
C4orf32,0.0015286
AP1AR,0.00022017
TIFA,0.00037043
ALPK1,5.5106e-06
NEUROG2,0.0065535
C4orf21,0.00089275
LARP7,0.00045008
ANK2,2.0262e-05
CAMK2D,7.5909e-05
ARSJ,0.00040018
UGT8,0.0084913
NDST4,0.00024921
MTRNR2L13,0.0021566
TRAM1L1,0.019154
NDST3,0.00087058
PRSS12,0.035814
METTL14,0.00018078
SEC24D,0.0011687
SYNPO2,0.0035533
MYOZ2,0.020522
RP11-455G16.1,0.020522
USP53,0.018115
C4orf3,0.023429
FABP2,0.020425
PDE5A,0.0048282
MAD2L1,0.0058254
PRDM5,7.3804e-05
NDNF,3.7109e-06
TNIP3,7.9715e-06
QRFPR,0.0075004
ANXA5,0.00062412
TMEM155,0.0038631
AC079341.1,0.0039571
EXOSC9,0.031543
CCNA2,0.0081828
BBS7,0.012223
TRPC3,0.00061057
KIAA1109,0.0069287
ADAD1,0.0027031
IL2,0.0015584
IL21,0.0034319
BBS12,0.0019747
FGF2,3.3369e-05
NUDT6,0.00031952
SPATA5,0.0011738
SPRY1,0.0050535
ANKRD50,0.0028848
FAT4,0.0058772
INTU,0.00060104
SLC25A31,0.0018998
HSPA4L,0.00046093
PLK4,0.00015157
MFSD8,0.00018967
C4orf29,0.00028098
LARP1B,0.0011094
PGRMC2,0.00316
JADE1,0.0068623
SCLT1,0.0065667
C4orf33,0.024922
RP11-62N21.1,0.0045111
PCDH10,8.8942e-05
PABPC4L,0.00093964
PCDH18,0.01294
SLC7A11,0.00049826
CCRN4L,0.0033873
ELF2,0.0012837
MGARP,0.021902
NDUFC1,0.021902
RAB33B,0.039103
SETD7,0.00017371
MGST2,0.00011415
MAML3,0.002402
SCOC,0.012946
CLGN,0.010336
RP11-542P2.1,0.0080722
ELMOD2,0.014105
UCP1,0.015632
TBC1D9,0.0088048
RNF150,0.00093893
ZNF330,0.01258
IL15,4.3986e-05
INPP4B,4.3442e-05
USP38,0.045492
GAB1,0.0081826
SMARCA5,0.0071275
FREM3,0.0048797
GYPE,0.027365
GYPB,0.0091422
GYPA,0.026402
HHIP,0.0034558
ANAPC10,0.0011005
ABCE1,0.00095406
OTUD4,0.00065059
SMAD1,0.0071938
MMAA,0.0072394
C4orf51,0.0026318
ZNF827,0.00020746
LSM6,0.047947
RP11-6L6.2,0.047947
SLC10A7,0.017551
POU4F2,0.044903
TTC29,0.011446
EDNRA,1.4541e-05
TMEM184C,0.00045454
PRMT10,0.0012074
ARHGAP10,0.0028108
NR3C2,0.00026991
DCLK2,0.00077512
LRBA,0.01001
MAB21L2,0.010218
RPS3A,0.012605
SH3D19,0.0062845
PRSS48,0.010788
FAM160A1,6.1574e-05
PET112,0.0011287
FBXW7,0.0054866
TMEM154,0.0031497
TIGD4,0.0071434
ARFIP1,0.0057985
FHDC1,0.001598
TRIM2,0.00052159
MND1,0.0016247
KIAA0922,0.00093249
TLR2,0.038652
RNF175,0.038652
DCHS2,0.00025792
FGA,0.005313
FGG,0.002785
LRAT,0.00021785
RBM46,0.0012525
NPY2R,0.0076556
MAP9,0.013139
GUCY1A3,0.022265
GUCY1B3,0.0032938
ASIC5,0.0042561
TDO2,0.0036698
CTSO,0.0066279
RP11-171N4.2,0.010699
PDGFC,0.00017325
GLRB,0.0005391
GRIA2,0.00056055
FAM198B,0.001369
TMEM144,0.0071367
RXFP1,0.0036408
C4orf46,0.0079073
ETFDH,0.0064776
PPID,0.0014148
FNIP2,0.00427
C4orf45,0.0024038
RAPGEF2,0.0032073
FSTL5,0.0017005
NAF1,0.030702
NPY1R,0.025788
NPY5R,0.025788
TMA16,0.047198
MARCH1,0.00042101
TRIM61,0.0099
FAM218A,0.012238
TRIM60,0.0037577
TMEM192,0.0011966
KLHL2,0.036641
MSMO1,0.038184
CPE,0.0093085
TLL1,0.00041848
SPOCK3,0.00012613
ANXA10,0.0018113
DDX60,0.011665
DDX60L,0.00016297
PALLD,0.001508
CBR4,0.0039827
SH3RF1,1.0803e-05
NEK1,3.757e-05
CLCN3,0.00043801
C4orf27,0.00031204
MFAP3L,0.040283
GALNTL6,1.5598e-05
GALNT7,0.0055196
SCRG1,0.011
HAND2,0.0002295
FBXO8,0.0056884
CEP44,0.010189
HPGD,0.0023427
GLRA3,0.00096877
ADAM29,2.8833e-05
GPM6A,0.0068009
WDR17,0.050668
SPATA4,0.03245
ASB5,0.0079093
SPCS3,0.0023786
VEGFC,0.0016958
RP11-487E13.1,0.00074926
NEIL3,0.0002698
AGA,0.024796
LINC01098,3.0341e-05
TENM3,2.0799e-07
DCTD,7.1002e-05
WWC2,0.00066556
CLDN22,0.00069607
CLDN24,0.00066918
CDKN2AIP,0.0012243
ING2,0.0011489
RWDD4,3.8881e-05
TRAPPC11,0.00010362
STOX2,3.2879e-05
ENPP6,0.0089406
IRF2,1.3712e-05
CASP3,0.0023843
PRIMPOL,0.00084276
CENPU,9.8677e-05
ACSL1,0.0042456
RP11-701P16.2,0.0066315
HELT,0.01177
SLC25A4,0.0071559
KIAA1430,0.0071559
SNX25,0.023526
LRP2BP,0.030111
ANKRD37,0.030111
UFSP2,0.030111
C4orf47,0.030111
CCDC110,0.030111
RP11-279O9.4,0.030111
PDLIM3,0.0086353
SORBS2,0.00017525
TLR3,0.019942
FAM149A,0.0082123
AC110771.1,0.011817
CYP4V2,0.0057143
KLKB1,0.0012475
F11,0.0024468
RP11-215A19.2,0.0032091
MTNR1A,0.015084
FAT1,0.001387
ZFP42,0.0021745
TRIML2,0.0025075
TRIML1,0.0047695
DUX4L7,0.038748
DUX4L6,0.038748
DUX4L5,0.038748
DUX4L4,0.038748
DUX4,0.038748
DUX4L3,0.038748
DUX4L2,0.038748
PLEKHG4B,0.0030799
LRRC14B,0.006923
CCDC127,0.0050954
SDHA,0.0047982
PDCD6,1.9707e-05
AHRR,0.0042861
C5orf55,0.011419
EXOC3,0.0084139
CTD-2228K2.5,0.011605
SLC9A3,0.010891
CEP72,0.0066867
TPPP,0.0066867
AC026740.1,0.0066867
ZDHHC11,0.00032731
ZDHHC11B,0.0023864
BRD9,0.00053956
TRIP13,0.00087364
RP11-661C8.3,0.0074904
NKD2,0.0033208
SLC12A7,0.0017711
SLC6A19,0.0024745
SLC6A18,0.0046503
TERT,0.010786
CLPTM1L,0.00053595
SLC6A3,0.0099196
LPCAT1,0.0029959
MRPL36,8.0766e-05
NDUFS6,4.5228e-05
IRX4,0.0015471
IRX2,0.00058545
C5orf38,0.00058545
IRX1,0.0005014
ADAMTS16,0.0010114
KIAA0947,0.0072002
MED10,0.017222
UBE2QL1,0.00070463
NSUN2,0.00455
SRD5A1,0.0053686
PAPD7,0.0034506
ADCY2,0.00018743
C5orf49,0.0011619
MTRR,0.0012701
FASTKD3,0.0014365
SEMA5A,0.00015242
TAS2R1,2.7704e-05
FAM173B,0.0040391
CCT5,0.0021214
CMBL,0.00087581
MARCH6,9.8346e-05
ROPN1L,0.00046345
RP11-1C1.5,0.011292
ANKRD33B,0.0024253
DAP,0.00030679
CTNND2,0.00035152
DNAH5,0.0039604
TRIO,5.0959e-05
FAM105A,0.00010515
FAM105B,0.016097
ANKH,0.0046177
FBXL7,0.010801
MARCH11,0.00016389
ZNF622,0.0096671
FAM134B,0.0027143
MYO10,3.3892e-05
BASP1,5.9018e-05
CDH18,3.6349e-05
CDH12,0.00011856
PRDM9,0.032563
C5orf17,0.0099686
CDH10,0.00038837
CDH9,0.0034885
CDH6,0.0014224
DROSHA,0.0056761
C5orf22,0.0022821
PDZD2,1.739e-05
GOLPH3,0.012625
MTMR12,0.017668
ZFR,0.015841
SUB1,0.00044277
NPR3,0.00030905
AC026703.1,0.045409
TARS,0.0070772
ADAMTS12,4.6577e-06
RXFP3,0.00014758
SLC45A2,0.0060837
AMACR,0.0056257
RP11-1084J3.4,0.0056257
C1QTNF3,0.0093727
RAI14,0.00051303
TTC23L,0.00060951
RAD1,0.0018273
BRIX1,0.0075946
DNAJC21,0.0020637
AGXT2,0.00050776
PRLR,0.00021175
AC010368.2,0.0078826
SPEF2,0.0010862
IL7R,0.000232
CAPSL,0.0071111
UGT3A1,0.0031302
UGT3A2,4.886e-05
LMBRD2,0.0081778
SKP2,0.010239
NADK2,0.011473
RANBP3L,0.013243
SLC1A3,0.0078574
NIPBL,0.00065041
C5orf42,0.0019404
NUP155,0.01742
WDR70,0.0023855
GDNF,0.0013117
EGFLAM,5.8638e-09
LIFR,8.5442e-05
OSMR,0.0021836
RICTOR,0.0017486
FYB,0.0033038
AC008964.1,0.0081605
C9,0.0029313
DAB2,0.00075938
PTGER4,0.0062366
TTC33,0.00058631
PRKAA1,0.001202
RPL37,0.0010708
CARD6,0.0010708
C7,0.0012684
MROH2B,0.0010764
C6,0.0036976
PLCXD3,3.293e-05
OXCT1,0.00042988
C5orf51,0.0030984
FBXO4,0.0020282
GHR,0.0030956
CCDC152,0.0060613
SEPP1,0.0031645
ANXA2R,0.020964
ZNF131,0.0056988
NIM1K,0.0040808
HMGCS1,0.00015371
CCL28,0.00057542
C5orf28,0.0021754
C5orf34,0.0067149
PAIP1,0.0068584
NNT,0.0021979
FGF10,0.003308
HCN1,0.017608
EMB,0.042368
PARP8,0.011486
ISL1,0.0079099
CTD-2203A3.1,0.019134
ITGA1,0.00037712
PELO,0.00076996
ITGA2,0.00035428
MOCS2,0.00067633
FST,0.00049684
NDUFS4,0.00019878
ARL15,0.00023697
HSPB3,0.0077713
SNX18,0.0026614
RP11-45H22.3,0.0082947
ESM1,0.0049253
DHX29,0.030955
SKIV2L2,0.0046868
PPAP2A,0.0042904
SLC38A9,0.032829
DDX4,0.032829
IL31RA,0.026351
AC008914.1,0.050384
IL6ST,0.020149
ANKRD55,0.0041233
CTC-236F12.4,0.00066862
AC022431.2,0.00030284
MAP3K1,0.0082198
SETD9,0.0059186
MIER3,0.0039665
GPBP1,0.00070568
ACTBL2,0.00061787
PLK2,0.00092245
GAPT,0.0037589
CTD-2117L12.1,0.00078681
RAB3C,0.00031607
PDE4D,1.2462e-05
FKSG52,0.015516
DEPDC1B,0.0050295
ELOVL7,0.00096241
ERCC8,0.002222
NDUFAF2,0.0045954
AC008498.1,0.0049478
SMIM15,0.0033965
ZSWIM6,0.00013434
C5orf64,0.00011283
KIF2A,0.00014497
DIMT1,0.0023802
IPO11,0.00025705
CKS1B,0.00089183
LRRC70,0.00050198
HTR1A,0.0027451
RNF180,0.00055021
RGS7BP,0.0065558
FAM159B,0.0012714
SREK1IP1,0.0039837
CWC27,0.001234
ADAMTS6,5.9467e-05
CENPK,0.022943
PPWD1,0.00072783
TRIM23,0.00072783
TRAPPC13,0.002839
CTC-534A2.2,0.002839
SGTB,0.0013506
NLN,0.0066234
ERBB2IP,0.0031055
SREK1,0.0035131
MAST4,0.002087
CD180,0.0090834
RP11-404L6.2,0.00037266
PIK3R1,2.7141e-05
SLC30A5,0.0012369
CCNB1,0.0012023
CENPH,0.0035662
MRPS36,0.008129
CDK7,0.005427
CCDC125,0.0046641
TAF9,0.0071237
RAD17,0.0056747
MARVELD2,0.0050551
OCLN,0.00032925
GTF2H2C,0.012156
BDP1,0.0013485
MCCC2,0.0040868
CARTPT,0.030207
MAP1B,0.0057813
MRPS27,0.00096064
PTCD2,0.0048898
TNPO1,0.040925
FCHO2,0.0076154
TMEM171,0.029067
FOXD1,0.01004
BTF3,0.01004
ARHGEF28,0.00098971
ENC1,0.0033062
HEXB,0.0033207
GFM2,0.044794
NSA2,0.044794
FAM169A,0.011475
GCNT4,0.012359
ANKRD31,0.010002
COL4A3BP,0.02676
POLK,0.02676
ANKDD1B,0.0017077
POC5,0.0017077
SV2C,0.0060669
IQGAP2,0.0030754
F2RL2,0.019747
F2R,0.022223
F2RL1,0.0043784
S100Z,0.0018064
CRHBP,0.010292
AGGF1,0.0013644
ZBED3,0.00012017
PDE8B,3.5629e-05
WDR41,0.0010672
OTP,4.6213e-05
TBCA,1.3209e-05
AP3B1,0.00054058
SCAMP1,0.0090074
LHFPL2,0.0058963
ARSB,0.001583
DMGDH,0.0018708
BHMT2,0.017167
BHMT,0.0064051
AC016559.1,0.00047486
JMY,0.010563
HOMER1,0.0052371
PAPD4,5.6665e-05
CMYA5,6.4363e-05
THBS4,0.00026261
SERINC5,0.015622
SPZ1,0.016024
ZFYVE16,0.01189
FAM151B,0.027898
ANKRD34B,0.012416
DHFR,0.015099
MTRNR2L2,0.016264
MSH3,0.0061312
RASGRF2,2.3734e-05
CKMT2,0.0033474
ZCCHC9,0.0051464
ACOT12,0.0067591
SSBP2,0.0056942
ATG10,6.0612e-06
RPS23,0.0016076
ATP6AP1L,0.0010945
TMEM167A,0.00010518
XRCC4,1.6071e-05
VCAN,0.0021993
HAPLN1,0.00062695
EDIL3,0.0021029
COX7C,0.0014929
AC008394.1,0.0038442
RASA1,0.013666
CCNH,0.011029
TMEM161B,0.0233
MEF2C,0.007713
CETN3,0.00020813
MBLAC2,0.00048074
POLR3G,0.0001875
LYSMD3,0.00069949
GPR98,2.3458e-05
ARRDC3,0.012536
NR2F1,0.010626
FAM172A,0.0050125
POU5F2,0.024781
KIAA0825,0.0067054
ANKRD32,0.0039872
MCTP1,2.1824e-05
FAM81B,0.0018988
TTC37,0.036029
ARSK,0.011933
GPR150,0.011933
RFESD,0.011933
SPATA9,0.034541
RHOBTB3,0.0083103
GLRX,0.0083103
C5orf27,0.0095953
ELL2,0.0091297
PCSK1,0.0061321
CAST,0.0041413
ERAP1,0.0093061
CTD-2260A17.2,0.021162
ERAP2,0.010504
LNPEP,0.022317
CTD-2215E18.1,0.015041
LIX1,0.020866
RIOK2,0.0018932
RGMB,0.0069644
CHD1,0.011025
FAM174A,0.0008132
ST8SIA4,0.020716
SLCO4C1,0.0025597
AC008948.1,0.0025597
SLCO6A1,0.0020826
PAM,0.019953
PPIP5K2,0.049328
C5orf30,0.0074763
EFNA5,1.2292e-05
FBXL17,0.00061361
FER,0.031751
MAN2A1,0.0030782
AC011366.3,0.0022032
TMEM232,0.00046923
SLC25A46,0.0060171
TSLP,0.002877
WDR36,0.0019722
CAMK4,0.00087736
STARD4,0.0054819
NREP,0.00021401
EPB41L4A,0.00050296
EPB41L4A-AS2,0.0059348
APC,0.0043723
CTC-554D6.1,0.0073847
CTC-487M23.8,0.0083933
SRP19,0.0078923
REEP5,0.0046048
ZRSR1,0.0158
DCP2,0.0063369
MCC,0.0015067
TSSK1B,0.00082815
YTHDC2,0.0011375
KCNN2,0.00039233
TRIM36,0.0081211
PGGT1B,0.0098462
CCDC112,0.0086366
FEM1C,0.0066809
TMED7-TICAM2,0.0043154
TICAM2,0.0043154
TMED7,0.0037971
CDO1,5.336e-05
ATG12,0.00026774
AP3S1,0.0035697
AQPEP,0.00063879
CTD-2287O16.3,0.0006561
ARL14EPL,0.00084372
COMMD10,0.0020211
SEMA6A,5.1738e-06
DTWD2,0.0023028
DMXL1,2.6346e-06
TNFAIP8,0.0010134
HSD17B4,0.00062064
FAM170A,0.0061887
PRR16,0.0027371
FTMT,0.0021133
SRFBP1,0.0036682
LOX,0.010301
ZNF474,0.0036935
SNCAIP,0.00023123
SNX2,0.020218
SNX24,0.020119
PPIC,0.014332
PRDM6,0.0044708
CEP120,0.018814
CSNK1G3,0.0023435
ZNF608,0.0081264
GRAMD3,0.0023567
ALDH7A1,0.00013325
PHAX,0.0059903
C5orf48,0.0065158
LMNB1,0.0021419
MARCH3,1.3341e-05
C5orf63,0.0016455
MEGF10,0.012158
PRRC1,0.00094519
CTXN3,0.00050475
SLC12A2,0.00039731
FBN2,0.00047889
SLC27A6,0.015805
ISOC1,0.014766
