SYMBOL,P
C4orf19,2.0812e-06
RELL1,2.6614e-06
PGM2,0.00044383
TBC1D1,1.0263e-07
PTTG2,0.00086387
AC021860.1,0.029213
KLF3,0.028359
TLR10,0.027991
TLR1,0.022983
TLR6,0.02803
FAM114A1,0.0085542
TMEM156,0.005289
KLHL5,0.017929
WDR19,0.016607
RFC1,0.0089916
KLB,0.0014223
RPL9,0.0023584
LIAS,0.002399
UGDH,0.0004935
SMIM14,0.0025271
UBE2K,0.0093832
PDS5A,0.0014598
N4BP2,0.00013923
RHOH,2.2732e-05
CHRNA9,0.0011725
RBM47,0.00021559
NSUN7,0.00051199
APBB2,5.4782e-05
UCHL1,0.0076627
LIMCH1,0.00014596
PHOX2B,0.033116
TMEM33,0.0062893
DCAF4L1,0.018592
SLC30A9,0.019916
BEND4,0.0010758
SHISA3,0.016037
ATP8A1,0.00058338
GRXCR1,0.0054549
KCTD8,6.0769e-06
YIPF7,0.017466
GABRG1,0.0018922
GABRA2,0.0021413
COX7B2,0.012411
GABRA4,0.0099509
GABRB1,0.0021514
COMMD8,0.01213
ATP10D,0.0090008
CORIN,0.0011363
NFXL1,0.0015605
NIPAL1,0.00037173
CNGA1,0.00015073
TXK,0.00051242
TEC,0.00023361
SLAIN2,0.0014809
SLC10A4,0.0026557
ZAR1,0.0026557
FRYL,0.0022115
OCIAD1,0.0031921
OCIAD2,0.0029005
CWH43,0.00083915
DCUN1D4,0.0035897
LRRC66,0.0043599
SGCB,0.0043599
SPATA18,0.0011889
USP46,0.019129
ERVMER34-1,0.0022551
SCFD2,0.0020884
FIP1L1,3.2319e-05
LNX1,0.0019216
CHIC2,0.0046285
AC110792.1,0.011343
GSX2,0.0008311
PDGFRA,0.00010886
KIT,0.0026161
KDR,0.00027711
SRD5A3,0.016254
TMEM165,0.015172
CLOCK,0.017421
PDCL2,0.047535
NMU,0.047535
EXOC1,0.044406
CEP135,0.0096287
KIAA1211,0.0037477
AASDH,0.0050664
PPAT,0.017125
ARL9,0.0083974
THEGL,0.0083974
HOPX,0.0029091
SPINK2,0.00012843
REST,0.017361
NOA1,0.026347
POLR2B,0.003921
IGFBP7,0.0014331
LPHN3,1.1869e-05
TECRL,0.0011553
EPHA5,0.0016653
CENPC,0.0026231
STAP1,0.0095108
UBA6,0.0075433
GNRHR,0.0013758
TMPRSS11D,0.0013933
TMPRSS11A,0.0036389
TMPRSS11F,0.01219
TMPRSS11BNL,0.012504
TMPRSS11B,0.031278
YTHDC1,0.018906
TMPRSS11E,0.00023636
UGT2B17,0.0051836
UGT2B15,0.0001647
UGT2B10,0.013414
UGT2A3,0.014194
UGT2B7,0.018625
UGT2B11,0.035391
UGT2B28,0.0016678
UGT2B4,0.00065366
UGT2A2,0.0029594
UGT2A1,0.0029594
UGT2A1,0.0029594
SULT1B1,0.01442
SULT1E1,0.020014
CSN1S1,0.020551
CSN2,0.046036
STATH,0.0086893
HTN3,0.0033269
HTN1,0.0033269
C4orf40,0.0016902
ODAM,0.0036468
FDCSP,0.0060551
CSN3,0.006986
CABS1,0.0015032
SMR3A,0.00054105
SMR3B,0.00054105
PROL1,0.00031197
MUC7,0.00099206
AMTN,0.011872
AMBN,0.0054257
ENAM,0.00083318
IGJ,0.00083318
UTP3,0.0031966
RUFY3,0.021343
GRSF1,0.022728
MOB1B,0.0043388
DCK,0.0070453
SLC4A4,7.6401e-06
GC,0.00018327
NPFFR2,0.0085624
ADAMTS3,0.012778
COX18,0.018051
ANKRD17,0.005557
ALB,0.0086709
AFP,0.020458
AFM,0.001224
RASSF6,0.00052499
IL8,0.010245
CXCL6,0.015144
PF4V1,0.01232
CXCL1,0.0020457
PF4,0.0031118
PPBP,0.0031118
CXCL5,0.0031118
CXCL3,3.836e-05
CXCL2,0.018526
MTHFD2L,0.0047045
AC093677.1,0.025404
EPGN,1.3262e-05
EREG,0.0005715
AREG,0.0020135
AREGB,0.01316
BTC,0.008107
PARM1,0.012451
THAP6,0.027326
C4orf26,0.027326
CDKL2,0.0085154
G3BP2,0.004818
USO1,0.0028257
PPEF2,0.0029054
NAAA,0.038024
SDAD1,0.038923
AC110615.1,0.038923
CXCL9,0.034299
ART3,0.017626
CXCL10,0.028422
CXCL11,0.023121
NUP54,0.006925
SCARB2,0.00034335
FAM47E,0.0016793
FAM47E-STBD1,0.0016793
FAM47E-STBD1,0.0016793
CCDC158,0.027094
SHROOM3,8.3706e-05
SOWAHB,0.0024192
SEPT11,0.00028504
CCNI,0.0003091
CCNG2,0.0011449
CXCL13,0.00042697
CNOT6L,0.018013
MRPL1,0.0017502
FRAS1,0.00017706
ANXA3,0.0097092
BMP2K,6.7719e-05
PAQR3,0.017248
NAA11,0.00018358
GK2,0.00021104
ANTXR2,0.00041261
PRDM8,0.0047944
FGF5,0.01488
C4orf22,0.0090751
BMP3,0.039901
PRKG2,0.0072667
RASGEF1B,0.00039419
HNRNPDL,0.0065405
ENOPH1,0.0028067
TMEM150C,0.0017692
SCD5,0.0060432
SEC31A,0.031861
THAP9,0.023684
LIN54,0.024028
COPS4,0.015312
PLAC8,0.0058729
COQ2,0.011609
HPSE,0.011609
FAM175A,0.014044
AGPAT9,0.0036464
NKX6-1,0.03328
CDS1,0.0051021
WDFY3,0.00078461
ARHGAP24,0.0004711
MAPK10,0.0003318
PTPN13,0.0071248
SLC10A6,0.0025269
C4orf36,0.0014665
AFF1,0.00040291
KLHL8,0.0032981
HSD17B13,0.020483
HSD17B11,0.049497
NUDT9,0.0073036
SPARCL1,0.0014088
DSPP,0.0099477
DMP1,0.012903
IBSP,0.00083807
MEPE,0.00014831
SPP1,0.030146
PKD2,0.021062
ABCG2,0.00012219
PPM1K,0.00055162
HERC6,0.0007266
HERC5,0.023511
HERC3,0.00060288
NAP1L5,0.0027752
FAM13A,0.0020948
TIGD2,0.011488
GPRIN3,5.2073e-05
SNCA,0.015291
MMRN1,0.023202
CCSER1,1.5311e-06
RP11-763F8.1,0.0011995
RP11-9B6.1,0.0011424
GRID2,1.8659e-06
ATOH1,0.0002465
SMARCAD1,0.0032533
HPGDS,0.0021768
PDLIM5,0.0025674
BMPR1B,5.6123e-05
UNC5C,6.63e-05
PDHA2,0.0016059
STPG2,0.0034396
RAP1GDS1,0.011116
TSPAN5,0.00025249
EIF4E,0.0036582
METAP1,0.0017444
ADH5,0.0071444
ADH4,0.00099765
ADH6,0.0022236
ADH1A,0.0046325
ADH1B,0.0023119
ADH7,0.00094598
C4orf17,0.0079508
TRMT10A,0.0079508
MTTP,0.028124
RP11-766F14.2,0.028124
DAPP1,0.0021996
LAMTOR3,0.0028897
DNAJB14,0.0046848
H2AFZ,0.0073274
DDIT4L,7.0499e-05
EMCN,0.0086857
PPP3CA,5.0959e-05
AP001816.1,0.005811
BANK1,0.00013327
SLC39A8,0.00047875
NFKB1,0.037783
MANBA,0.0084678
UBE2D3,0.016999
CISD2,0.0054114
SLC9B1,0.0065718
SLC9B2,0.0055728
BDH2,0.0057541
CENPE,0.0028632
TACR3,0.00090526
CXXC4,0.013895
TET2,0.0079256
PPA2,0.020102
ARHGEF38,0.0032105
INTS12,0.010416
GSTCD,0.021286
NPNT,0.00063087
TBCK,6.8271e-07
AIMP1,7.3636e-05
DKK2,0.00026011
PAPSS1,0.0011831
SGMS2,9.2274e-05
CYP2U1,0.0004081
HADH,0.0026937
LEF1,0.0020504
ETNPPL,0.010189
COL25A1,0.0010543
SEC24B,0.013711
CCDC109B,0.0041714
CASP6,0.025674
PLA2G12A,0.02055
CFI,0.029328
GAR1,0.030782
RRH,0.027998
LRIT3,0.0024252
EGF,0.00026785
ELOVL6,0.00027005
ENPEP,0.0026382
PITX2,0.001666
C4orf32,0.0014846
AP1AR,0.00094164
TIFA,0.0024744
ALPK1,5.299e-05
NEUROG2,0.00038338
C4orf21,0.00027728
LARP7,0.00066878
ANK2,7.4633e-05
CAMK2D,0.025021
ARSJ,0.00010156
UGT8,0.023825
NDST4,0.01373
MTRNR2L13,0.019993
TRAM1L1,0.015193
NDST3,0.00084283
PRSS12,0.0046961
METTL14,0.011299
SEC24D,0.0012296
SYNPO2,0.00057097
MYOZ2,0.00064329
RP11-455G16.1,0.0006838
USP53,0.00083237
C4orf3,0.0097845
FABP2,0.0095677
PDE5A,0.00030399
MAD2L1,0.022721
PRDM5,0.00011011
NDNF,0.00072534
TNIP3,0.00032855
QRFPR,0.026185
ANXA5,0.0019885
TMEM155,0.0033439
AC079341.1,0.0052982
EXOSC9,0.019224
CCNA2,0.00511
BBS7,0.0029654
TRPC3,0.0023041
KIAA1109,0.021127
ADAD1,0.03562
IL2,0.03562
IL21,8.5678e-05
BBS12,0.00037518
FGF2,0.002675
NUDT6,0.0021776
SPATA5,0.0037947
SPRY1,0.00042911
ANKRD50,0.00055453
FAT4,0.00018188
INTU,0.00020999
SLC25A31,0.0012934
HSPA4L,0.0047782
PLK4,0.011714
MFSD8,0.0090327
C4orf29,0.019576
LARP1B,0.012397
PGRMC2,0.00072289
JADE1,0.0055113
SCLT1,0.0084985
C4orf33,0.0028539
RP11-62N21.1,0.0041823
PCDH10,0.029899
PABPC4L,0.005946
PCDH18,0.003053
SLC7A11,0.00088197
CCRN4L,0.0055933
ELF2,0.0065526
NAA15,0.02406
SETD7,0.00010967
MGST2,0.00020226
MAML3,0.00031307
SCOC,0.0055338
CLGN,0.01446
RP11-542P2.1,0.0018471
ELMOD2,0.0041283
UCP1,0.011693
TBC1D9,0.00031838
RNF150,0.017885
ZNF330,0.0054677
IL15,0.0090689
INPP4B,7.2249e-05
USP38,0.0073351
GAB1,8.4937e-05
SMARCA5,0.00025285
FREM3,0.017892
GYPE,0.00053995
GYPB,0.011741
GYPA,0.0041833
HHIP,0.046826
ANAPC10,0.003411
ABCE1,0.0046006
OTUD4,0.0053725
SMAD1,0.00018476
MMAA,0.0013614
C4orf51,0.0074997
ZNF827,0.0013926
LSM6,0.030512
RP11-6L6.2,0.033485
SLC10A7,0.0048975
POU4F2,0.031852
TTC29,0.015496
EDNRA,0.0068733
TMEM184C,0.022088
PRMT10,0.0219
ARHGAP10,0.0013144
NR3C2,0.00034783
DCLK2,3.1824e-05
LRBA,0.00011906
MAB21L2,0.00033231
RPS3A,0.0005172
SH3D19,0.0017177
PRSS48,0.0068869
FAM160A1,0.019816
PET112,0.014763
FBXW7,0.016507
TMEM154,0.00076889
ARFIP1,0.049969
FHDC1,0.0006761
TRIM2,0.0037547
MND1,0.007354
KIAA0922,1.1097e-05
TLR2,0.01659
RNF175,0.016472
SFRP2,0.021111
DCHS2,0.0024082
PLRG1,0.0004427
FGB,0.0004427
FGA,0.00022071
FGG,0.044292
LRAT,0.0056697
RBM46,0.013375
NPY2R,0.016397
GUCY1A3,2.3428e-05
GUCY1B3,1.2109e-05
ASIC5,0.0026887
TDO2,0.0048195
CTSO,0.029586
RP11-171N4.2,0.027739
PDGFC,0.0082361
GLRB,0.0032522
GRIA2,0.0019461
FAM198B,0.033884
TMEM144,0.00055228
RXFP1,0.00039715
C4orf46,0.0017066
ETFDH,0.00056678
PPID,0.0005731
FNIP2,0.0049941
C4orf45,0.0021159
RAPGEF2,0.011883
FSTL5,3.8501e-05
NAF1,0.0020699
NPY1R,0.018574
NPY5R,0.021729
TKTL2,0.0038608
TMA16,0.0018264
MARCH1,0.0011919
TRIM61,0.01053
FAM218A,0.032832
TRIM60,0.002474
TMEM192,0.0078011
KLHL2,0.016958
MSMO1,0.0020795
CPE,0.00017039
TLL1,0.00023088
SPOCK3,0.0012471
ANXA10,0.0082007
DDX60,0.0073233
DDX60L,0.0012077
PALLD,0.00017451
CBR4,0.00057481
SH3RF1,2.4669e-05
NEK1,0.0078826
CLCN3,0.00096482
C4orf27,0.00019076
MFAP3L,0.03885
AADAT,0.017454
GALNTL6,0.0032792
GALNT7,0.009854
HMGB2,0.01087
SAP30,0.011122
SCRG1,0.0034071
HAND2,0.006034
FBXO8,0.00027701
CEP44,0.0020046
HPGD,0.00030288
GLRA3,0.00053831
ADAM29,0.0012773
GPM6A,0.00034214
WDR17,0.0019951
SPATA4,0.002425
ASB5,1.5406e-05
SPCS3,8.4638e-05
VEGFC,0.0083277
RP11-487E13.1,0.00076358
NEIL3,0.00025705
AGA,0.0030536
LINC01098,9.3392e-05
TENM3,4.3531e-10
DCTD,0.0017849
WWC2,0.00081912
CLDN22,0.0086111
CLDN24,0.019092
CDKN2AIP,5.0229e-05
ING2,0.0019337
RWDD4,0.008334
TRAPPC11,0.0068881
STOX2,6.478e-05
ENPP6,0.00029362
IRF2,0.00032281
CASP3,0.0044754
PRIMPOL,0.0095385
CENPU,0.010999
ACSL1,0.00095539
RP11-701P16.2,0.0011821
HELT,0.0028165
SLC25A4,0.0050191
KIAA1430,0.0063383
SNX25,0.0022311
LRP2BP,0.012307
ANKRD37,0.017026
UFSP2,0.0056237
C4orf47,0.0045863
CCDC110,0.0040582
RP11-279O9.4,0.00070371
PDLIM3,0.00011298
SORBS2,1.094e-06
TLR3,5.1678e-05
FAM149A,4.3265e-05
AC110771.1,0.00044153
CYP4V2,0.00021294
KLKB1,0.00041787
F11,4.3287e-05
RP11-215A19.2,5.4319e-06
MTNR1A,0.00010837
FAT1,6.5935e-05
ZFP42,0.0067253
TRIML2,0.014561
TRIML1,0.0013326
FRG1,0.015312
PLEKHG4B,0.00062457
LRRC14B,0.001005
CCDC127,0.0011669
SDHA,0.00049097
PDCD6,0.0023753
AHRR,0.0019111
C5orf55,0.0010002
EXOC3,0.0004786
CTD-2228K2.5,0.0012631
SLC9A3,0.0017589
CEP72,0.010112
TPPP,0.016155
AC026740.1,0.035713
ZDHHC11,5.2244e-05
ZDHHC11B,0.00012482
BRD9,0.00076774
TRIP13,0.00058329
RP11-661C8.3,0.0025043
NKD2,0.0055968
SLC12A7,0.0023248
SLC6A19,0.00028233
SLC6A18,0.00021173
TERT,0.00011953
CLPTM1L,0.0001615
SLC6A3,0.0026298
LPCAT1,0.00012714
MRPL36,0.015447
NDUFS6,0.00070034
IRX4,0.0016495
IRX2,0.00025361
C5orf38,0.00025361
IRX1,0.0036997
ADAMTS16,0.0015695
KIAA0947,0.010642
MED10,0.0053574
UBE2QL1,0.00070549
NSUN2,0.014556
SRD5A1,0.0018447
PAPD7,0.045211
ADCY2,0.00015124
C5orf49,0.0078438
MTRR,0.0070194
FASTKD3,0.01012
SEMA5A,5.2929e-05
TAS2R1,0.0013295
FAM173B,0.00030271
CCT5,1.7221e-05
CMBL,0.00016989
MARCH6,0.0060715
ROPN1L,0.0082437
RP11-1C1.5,0.0051658
ANKRD33B,0.0010327
DAP,0.021884
CTNND2,5.402e-05
DNAH5,0.0021256
TRIO,0.0016626
FAM105A,0.0023824
FAM105B,0.00079864
ANKH,0.0013808
FBXL7,0.00010182
MARCH11,0.0013459
ZNF622,0.014686
FAM134B,0.005026
MYO10,5.9478e-05
BASP1,0.00027509
CDH18,2.8177e-05
CDH12,1.4012e-05
PRDM9,0.00060879
C5orf17,0.012204
CDH10,0.010651
CDH9,4.2959e-06
CDH6,0.0029794
DROSHA,0.0012674
C5orf22,0.0043648
PDZD2,1.0086e-05
GOLPH3,0.00021581
MTMR12,0.00052753
ZFR,0.014049
SUB1,0.015415
NPR3,0.0026596
AC026703.1,0.0026596
TARS,0.0016107
ADAMTS12,6.4367e-05
RXFP3,0.0020283
SLC45A2,0.0035526
AMACR,0.0045553
RP11-1084J3.4,0.00093204
C1QTNF3,0.006512
RAI14,0.00028168
TTC23L,0.00097598
RAD1,0.010083
BRIX1,0.042384
DNAJC21,0.019863
AGXT2,0.00057108
PRLR,0.00073326
AC010368.2,0.0017038
SPEF2,0.011424
IL7R,0.0019859
CAPSL,0.0039514
UGT3A1,0.0032165
UGT3A2,0.0042445
LMBRD2,0.0037793
SKP2,0.032355
NADK2,0.010253
RANBP3L,0.010253
SLC1A3,0.015368
NIPBL,0.011819
C5orf42,0.01475
NUP155,0.0019796
WDR70,0.0011062
GDNF,0.027154
EGFLAM,0.0013098
LIFR,0.0015161
OSMR,0.0061652
RICTOR,0.0062938
FYB,0.00017618
AC008964.1,0.0008566
C9,0.0092662
DAB2,0.0089361
PTGER4,0.014609
TTC33,0.044242
PRKAA1,0.044242
C7,0.0060503
MROH2B,0.024835
C6,0.0068301
PLCXD3,0.001598
GHR,0.012236
CCDC152,0.030346
SEPP1,0.026551
ANXA2R,0.0032613
ZNF131,0.0046305
NIM1K,0.011026
HMGCS1,0.0064056
CCL28,0.024187
C5orf28,0.04436
PAIP1,0.03944
NNT,0.016335
FGF10,0.0086576
MRPS30,0.012812
HCN1,0.0078775
EMB,0.0085292
PARP8,0.00097149
ISL1,6.1276e-05
CTD-2203A3.1,0.0057739
ITGA1,3.2838e-05
PELO,0.0016657
ITGA2,0.0002401
MOCS2,0.0090933
FST,0.0026542
NDUFS4,0.017814
ARL15,5.4238e-05
HSPB3,0.0023505
SNX18,0.0032491
RP11-45H22.3,0.00093559
ESM1,0.0004969
GZMK,0.0055384
GZMA,0.029805
CDC20B,0.017249
GPX8,0.023794
MCIDAS,0.0069478
CCNO,0.0069478
DHX29,0.014102
SKIV2L2,0.0017466
PPAP2A,0.004348
SLC38A9,0.011602
DDX4,0.015927
IL31RA,0.014674
AC008914.1,0.0017372
IL6ST,0.00034688
ANKRD55,0.00075266
CTC-236F12.4,0.00039227
AC022431.2,0.00010828
MAP3K1,0.011445
SETD9,0.0053796
MIER3,0.0023487
GPBP1,3.0248e-05
ACTBL2,0.01036
PLK2,0.0017599
GAPT,0.00074442
CTD-2117L12.1,0.0042664
RAB3C,0.00031429
PDE4D,2.1306e-07
FKSG52,0.0040137
DEPDC1B,0.0027393
ELOVL7,0.003689
ERCC8,0.011901
NDUFAF2,0.0056883
ZSWIM6,7.9877e-05
C5orf64,0.0010858
KIF2A,0.02615
DIMT1,0.03305
IPO11,0.01216
CKS1B,0.0026041
LRRC70,0.00039416
HTR1A,0.00023405
RNF180,0.025364
RGS7BP,0.0095358
FAM159B,0.0056234
SREK1IP1,0.00046685
CWC27,0.0031918
ADAMTS6,0.00017959
CENPK,0.0065772
PPWD1,0.0032116
TRIM23,0.021571
TRAPPC13,0.014418
CTC-534A2.2,0.023612
SGTB,0.013043
NLN,0.0057295
ERBB2IP,0.0094095
SREK1,0.012128
MAST4,2.4912e-05
CD180,0.0085969
RP11-404L6.2,0.00017721
PIK3R1,5.9857e-05
SLC30A5,0.020917
CCNB1,0.042282
CENPH,0.015504
MRPS36,0.006254
CDK7,0.002292
CCDC125,0.0010637
TAF9,0.001758
RAD17,0.001758
MARVELD2,0.0025721
OCLN,0.00086341
GTF2H2C,0.00086341
BDP1,0.0019871
MCCC2,0.0040793
CARTPT,0.026644
MAP1B,0.00049713
MRPS27,0.00043116
PTCD2,0.0013922
ZNF366,0.00015147
TNPO1,0.0065243
FCHO2,0.0037128
TMEM171,0.0066733
TMEM174,0.045188
FOXD1,0.0057551
BTF3,0.0094209
ANKRA2,0.011511
UTP15,0.0088543
AC008387.1,0.0067314
ARHGEF28,0.0010334
ENC1,0.0063378
HEXB,0.0010318
GFM2,0.0017957
NSA2,0.0029267
FAM169A,0.0043348
GCNT4,0.010306
ANKRD31,0.0045563
HMGCR,0.040479
COL4A3BP,0.035738
POLK,0.036499
ANKDD1B,0.018018
POC5,0.0087913
SV2C,0.0012479
IQGAP2,8.3726e-05
F2RL2,0.00096868
F2R,0.0038649
F2RL1,0.0054971
S100Z,0.0025508
CRHBP,0.0019317
AGGF1,0.022288
ZBED3,0.0026088
PDE8B,0.0052599
WDR41,0.00014091
OTP,0.00063078
TBCA,0.00038103
AP3B1,0.00043776
SCAMP1,0.015998
LHFPL2,0.00071726
ARSB,2.7315e-06
DMGDH,0.00031079
BHMT2,0.021491
BHMT,0.0086394
AC016559.1,0.0067539
JMY,0.0038617
HOMER1,0.0083565
PAPD4,0.015624
CMYA5,0.0024741
MTX3,0.0015336
THBS4,0.00061486
SERINC5,0.0023882
ZFYVE16,0.041397
FAM151B,0.023086
ANKRD34B,0.015129
DHFR,0.003357
MTRNR2L2,0.0032942
MSH3,0.0046372
RASGRF2,6.4425e-07
CKMT2,0.00012289
ZCCHC9,0.0024609
ACOT12,0.014098
SSBP2,9.0552e-05
ATG10,0.0014386
RPS23,0.011814
ATP6AP1L,0.011189
TMEM167A,0.0017601
XRCC4,0.001309
VCAN,0.003684
HAPLN1,0.0013091
EDIL3,0.00058394
COX7C,0.013153
AC008394.1,0.0045132
RASA1,0.00042501
CCNH,0.0016491
TMEM161B,0.029595
MEF2C,0.00082616
CETN3,0.0014212
MBLAC2,0.010119
POLR3G,0.00053094
LYSMD3,0.0010007
GPR98,0.00030155
ARRDC3,0.037258
NR2F1,0.028104
FAM172A,0.016337
POU5F2,0.049635
KIAA0825,0.002344
MCTP1,1.3749e-05
FAM81B,0.014367
TTC37,0.0061407
ARSK,0.0016086
GPR150,0.0016086
RFESD,0.00061814
SPATA9,0.00052257
RHOBTB3,0.00039915
GLRX,0.0010252
C5orf27,0.012474
ELL2,0.0011053
PCSK1,0.0016916
CAST,0.0035086
ERAP1,0.00048186
CTD-2260A17.2,0.012602
ERAP2,0.019426
LNPEP,0.0060772
CTD-2215E18.1,0.0035487
LIX1,6.3561e-05
RIOK2,0.0046123
RGMB,0.014881
CHD1,0.019871
FAM174A,0.0062097
ST8SIA4,0.0018663
SLCO4C1,0.0053212
AC008948.1,0.008661
SLCO6A1,0.0011305
PAM,0.0029558
GIN1,0.0087519
PPIP5K2,0.0085837
C5orf30,0.006676
NUDT12,0.0026364
EFNA5,0.00056479
FBXL17,0.0070257
FER,0.00098654
PJA2,0.0012876
MAN2A1,0.025352
AC011366.3,0.033034
TMEM232,0.0074134
SLC25A46,0.012161
TSLP,0.0016981
WDR36,0.00019872
CAMK4,0.00041543
STARD4,0.0021903
NREP,0.0022984
EPB41L4A,0.0012108
EPB41L4A-AS2,0.0016899
APC,0.03161
CTC-554D6.1,0.03246
CTC-487M23.8,0.021219
SRP19,0.021219
REEP5,0.023756
ZRSR1,0.02227
DCP2,0.0028734
MCC,0.0013699
TSSK1B,0.010596
YTHDC2,0.0031238
KCNN2,0.0046154
TRIM36,0.0051238
PGGT1B,0.013271
CCDC112,0.011634
FEM1C,0.0062975
TMED7-TICAM2,0.0078331
TICAM2,0.0078331
TMED7,0.0069302
CDO1,1.1358e-05
ATG12,6.6956e-05
AP3S1,0.0031809
AQPEP,0.00024088
CTD-2287O16.3,0.00073152
ARL14EPL,0.0029973
COMMD10,0.0041134
SEMA6A,4.908e-05
DTWD2,0.0022374
DMXL1,0.0010796
TNFAIP8,6.5544e-05
HSD17B4,0.00023695
FAM170A,0.001696
PRR16,0.0040528
FTMT,0.0024923
SRFBP1,5.5122e-05
LOX,0.00013489
ZNF474,9.283e-05
SNCAIP,0.00034696
SNX2,0.00021909
SNX24,0.00029053
PPIC,0.00042555
PRDM6,0.00015131
CEP120,0.018519
CSNK1G3,0.003723
ZNF608,0.0003427
GRAMD3,0.0016216
ALDH7A1,0.010196
PHAX,0.00093869
C5orf48,0.00093869
LMNB1,5.551e-05
MARCH3,0.00023516
C5orf63,0.00025895
MEGF10,0.0003304
PRRC1,0.0013501
CTXN3,0.00088645
SLC12A2,1.264e-05
FBN2,0.0068697
SLC27A6,0.010464
ISOC1,0.0025656
ADAMTS19,0.0029083
KIAA1024L,0.02983
CHSY3,0.02069
HINT1,0.0023258
LYRM7,0.0031643
CDC42SE2,0.027357
RAPGEF6,0.026227
CTC-432M15.3,0.025036
FNIP1,0.02483
ACSL6,0.02588
IL3,0.0030046
CSF2,0.0030046
P4HA2,0.001346
PDLIM4,0.0088524
C5orf56,0.011522
IRF1,0.011524
IL5,0.01268
RAD50,0.0038546
IL13,0.0059096
IL4,0.0059096
KIF3A,0.0031065
CCNI2,0.02391
SEPT8,0.02391
SOWAHA,0.02391
SHROOM1,0.02391
AFF4,0.050745
ZCCHC10,0.050745
HSPA4,0.0010799
FSTL4,0.00018592
C5orf15,0.0018519
VDAC1,0.00085374
TCF7,0.00035045
SKP1,0.004861
CTD-2410N18.5,0.0063153
PPP2CA,0.021953
CDKL3,0.0016958
UBE2B,0.0056794
CDKN2AIPNL,0.001893
JADE2,0.0054678
SAR1B,0.0092776
SEC24A,0.0038299
CAMLG,0.0036763
DDX46,0.014294
C5orf24,0.035379
TXNDC15,0.042057
PCBD2,0.038564
CATSPER3,0.031521
PITX1,0.027964
C5orf66,0.0041587
H2AFY,0.002403
C5orf20,0.0033823
TIFAB,0.0033823
NEUROG1,0.01135
CXCL14,0.015733
SLC25A48,0.0043711
IL9,0.0047231
LECT2,0.0044023
TGFBI,0.0061215
SMAD5,0.0048085
TRPC7,0.0092894
SPOCK1,0.0011393
KLHL3,0.01073
HNRNPA0,0.025293
MYOT,0.0086857
PKD2L2,0.0086857
FAM13B,0.0060114
WNT8A,0.019652
NME5,0.0032007
BRD8,0.0036255
KIF20A,0.00032358
CDC23,0.00032358
GFRA3,0.00067926
CDC25C,0.0010817
FAM53C,0.00037212
KDM3B,0.00026519
REEP2,7.5963e-05
EGR1,0.04573
ETF1,0.04896
HSPA9,0.012089
CTNNA1,1.1496e-05
SIL1,0.048845
SPATA24,0.048532
DNAJC18,0.048532
ECSCR,0.048532
CXXC5,0.0053798
PSD2,0.00021862
NRG2,6.401e-05
CYSTM1,0.025484
PFDN1,0.025484
HBEGF,0.025484
ANKHD1,0.012119
ANKHD1-EIF4EBP3,0.012119
SRA1,0.012119
EIF4EBP3,0.012119
APBB3,0.012119
SLC35A4,0.012119
CD14,0.011971
NDUFA2,0.021009
TMCO6,0.021009
IK,0.021009
WDR55,0.021009
DND1,0.021009
HARS,0.029519
HARS2,0.029519
ZMAT2,0.029519
PCDHA1,0.012435
PCDHA2,0.012854
PCDHA3,0.012854
PCDHA4,0.012854
PCDHA5,0.012854
PCDHA6,0.012705
PCDHA7,0.012705
PCDHA8,0.011971
PCDHA9,0.011884
PCDHA10,0.011935
AC005609.1,0.00817
PCDHA11,0.012742
PCDHA12,0.013716
PCDHA13,0.014068
PCDHAC1,0.020156
PCDHAC2,0.021707
PCDHB1,0.022691
PCDHB2,0.008633
PCDHB3,0.0062786
PCDHB4,0.0038161
PCDHB5,0.0034203
PCDHB6,0.0026979
PCDHB17,0.0020376
PCDHB7,0.0020018
PCDHB8,0.0020554
PCDHB16,0.0020316
PCDHB10,0.0022646
PCDHB11,0.0018842
PCDHB12,0.0016898
PCDHB13,0.0015315
PCDHB14,0.00146
PCDHB15,0.0007588
SLC25A2,0.0080031
TAF7,0.027104
PCDHGA1,0.0052644
PCDHGA2,0.0052644
PCDHGA3,0.0052644
PCDHGB1,0.0052644
PCDHGA4,0.0052644
PCDHGB2,0.0039665
PCDHGA5,0.0039665
PCDHGB3,0.0030924
PCDHGA6,0.00064786
PCDHGA7,0.0014306
PCDHGB4,0.0014306
PCDHGA8,0.0014306
PCDHGA9,0.0014306
PCDHGB6,0.0014306
PCDHGA10,0.0014306
PCDHGB7,0.0014306
PCDHGA11,0.0014306
PCDHGA12,0.0014306
PCDHGC3,0.003008
PCDHGC4,0.003008
PCDHGC5,0.003008
DIAPH1,0.0010664
HDAC3,0.0039782
RELL2,0.0039782
FCHSD1,0.0039782
ARAP3,0.0039782
PCDH1,0.00068749
KIAA0141,0.0045461
PCDH12,0.0045461
RNF14,0.0014201
GNPDA1,0.00045668
NDFIP1,0.0001383
SPRY4,0.0048561
FGF1,0.010807
ARHGAP26,1.6607e-05
NR3C1,0.0016195
HMHB1,0.010545
YIPF5,0.0081928
KCTD16,0.0030609
PRELID2,3.5585e-07
GRXCR2,5.0478e-06
SH3RF2,1.6955e-05
PLAC8L1,0.00011604
LARS,1.0695e-05
RBM27,1.7008e-06
POU4F3,4.1957e-05
